qseqid	qtart	qend	sseqid	bitscore	Orientation	identity	length	mismatches	gaps	sstart	send	evalue	ssciname	database	taxid	viral_lineage																
AAGE02016722.1_26155-27430:-	55	973	UniRef50_Q0IGC6	416	+	65.9	328	87	5	0	325	3.30E-142	UniRef50_Q0IGC6 Nucleoprotein n=2 Tax=Aedes aegypti TaxID=7159 RepID=Q0IGC6_AEDAE	UDB	7159	k__Eukaryota;K__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Aedes;s__Aedes aegypti																
AAGE02016722.1_26155-27430:-	3	876	UniRef50_Q17A07	371	+	59.3	317	96	2	13	321	1.45E-124	UniRef50_Q17A07 Nucleoprotein n=3 Tax=Aedes aegypti TaxID=7159 RepID=Q17A07_AEDAE	UDB	7159	k__Eukaryota;K__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Aedes;s__Aedes aegypti																
AAGE02016722.1_26155-27430:-	0	1276	BDV27057.1	204	+	31.8	472	265	13	4	466	6.20E-60	BDV27057.1 acc|GENBANK|BDV27057.1|GENBANK|LC743513|nucleoprotein [Culex tritaeniorhynchus rhabdovirus] acc=BDV27057.1 taxid=936308	VDB	936308	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus tritaeniorhynchus																
AAGE02016722.1_26155-27430:-	145	1267	UYL94378.1	201	+	31.9	376	247	4	82	451	4.44E-59	UYL94378.1 acc|GENBANK|UYL94378.1|GENBANK|ON955141|putative nucleocapsid protein [Enontekio merhavirus] acc=UYL94378.1 taxid=2980580	VDB	2980580	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Enontekio merhavirus																
AAGE02016722.1_26155-27430:-	0	1276	UniRef50_F7J0U9	203	+	31.5	473	266	13	4	466	2.40E-57	UniRef50_F7J0U9 Nucleoprotein n=5 Tax=root TaxID=1 RepID=F7J0U9_9RHAB	UDB	1	k__unclassified root superkingdom;K__unclassified root kingdom;p__unclassified root phylum;c__unclassified root class;o__unclassified root order;f__unclassified root family;g__unclassified root genus;s__unclassified root species																
AAGE02016722.1_26155-27430:-	145	1267	UniRef50_A0AAE9P8V4	201	+	31.9	376	247	4	82	451	8.74E-57	UniRef50_A0AAE9P8V4 Nucleocapsid protein n=1 Tax=Enontekio merhavirus TaxID=2980580 RepID=A0AAE9P8V4_9RHAB	UDB	2980580	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Enontekio merhavirus																
AAGE02016722.1_26155-27430:-	55	1252	UBB42399.1	190	+	31.3	400	248	6	43	417	5.15E-55	UBB42399.1 acc|GENBANK|UBB42399.1|GENBANK|MZ328293|nucleoprotein [Longquan Niviventer coninga ledantevirus 1] acc=UBB42399.1 taxid=2877507	VDB	2877507	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Ledantevirus;s__Ledantevirus longquan																
AAGE02016722.1_26155-27430:-	30	1252	YP_009552816.1	186	+	31.3	432	248	8	18	426	2.79E-53	YP_009552816.1 acc|REFSEQ|YP_009552816.1|REFSEQ|NC_040669|nucleoprotein [Riverside virus 1] acc=YP_009552816.1 taxid=1803263	VDB	1803263	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Ohlsrhavirus;s__Ohlsrhavirus riverside																
AAGE02016722.1_26155-27430:-	30	1252	UniRef50_A0A140D047	186	+	31.2	433	248	8	18	426	5.49E-51	UniRef50_A0A140D047 Nucleoprotein n=4 Tax=Riverside virus 1 TaxID=1803263 RepID=A0A140D047_9RHAB	UDB	1803263	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Ohlsrhavirus;s__Ohlsrhavirus riverside																
AAGE02016722.1_26155-27430:-	178	1267	BBQ04828.1	178	+	30.8	364	224	4	91	428	1.61E-50	BBQ04828.1 acc|GENBANK|BBQ04828.1|GENBANK|LC514057|nucleoprotein [Culex pseudovishnui rhabdo-like virus] acc=BBQ04828.1 taxid=2684265	VDB	2684265	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Ohlsrhavirus;s__Ohlsrhavirus pseudovishnui																
AAGE02016722.1_26155-27430:-	148	1252	YP_009362160.1	177	+	30.4	369	236	4	69	418	4.51E-50	YP_009362160.1 acc|REFSEQ|YP_009362160.1|REFSEQ|NC_034536|nucleoprotein [Itacaiunas virus] acc=YP_009362160.1 taxid=490111	VDB	490111	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Curiovirus;s__Curiovirus itacaiunas																
AAGE02016722.1_26155-27430:-	73	1252	YP_010086782.1	176	+	30.8	396	242	7	76	443	1.38E-49	YP_010086782.1 acc|REFSEQ|YP_010086782.1|REFSEQ|NC_055477|nucleoprotein [Ohlsdorf virus] acc=YP_010086782.1 taxid=2040592	VDB	2040592	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Ohlsrhavirus;s__Ohlsrhavirus ohlsdorf																
AAGE02016722.1_26155-27430:-	136	1252	YP_009361960.1	176	+	31.4	376	239	5	66	427	1.52E-49	YP_009361960.1 acc|REFSEQ|YP_009361960.1|REFSEQ|NC_034448|nucleoprotein [Mosqueiro virus] acc=YP_009361960.1 taxid=200403	VDB	200403	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Hapavirus;s__Hapavirus mosqueiro																
AAGE02016722.1_26155-27430:-	88	1252	AXQ04837.1	174	+	31.7	391	239	6	60	426	4.61E-49	AXQ04837.1 acc|GENBANK|AXQ04837.1|GENBANK|MH188035|putative nucleoprotein [Culex mosquito virus 2] acc=AXQ04837.1 taxid=2304482	VDB	2304482	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Magsaviricetes;o__Nodamuvirales;f__Nodaviridae;g__unclassified Nodaviridae genus;s__Culex mosquito virus 2																
AAGE02016722.1_26155-27430:-	88	1252	YP_009182182.1	173	+	30	390	244	6	60	423	1.23E-48	YP_009182182.1 acc|REFSEQ|YP_009182182.1|REFSEQ|NC_028484|putative nucleoprotein [Tongilchon virus 1] acc=YP_009182182.1 taxid=1758878	VDB	1758878	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Ohlsrhavirus;s__Ohlsrhavirus tongilchon																
AAGE02016722.1_26155-27430:-	20	1252	WCD55362.1	172	+	29.2	435	262	6	9	423	2.29E-48	WCD55362.1 acc|GENBANK|WCD55362.1|GENBANK|OQ077989|nucleocapsid protein [Adumi ohlsrhavirus] acc=WCD55362.1 taxid=3018307	VDB	3018307	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Ohlsrhavirus;s__Adumi ohlsrhavirus																
AAGE02016722.1_26155-27430:-	82	1252	YP_009176993.1	172	+	29.1	406	256	9	45	435	5.04E-48	YP_009176993.1 acc|REFSEQ|YP_009176993.1|REFSEQ|NC_028234|N protein [Santa barbara virus] acc=YP_009176993.1 taxid=1552661	VDB	1552661	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Arurhavirus;s__Arurhavirus santabarbara																
AAGE02016722.1_26155-27430:-	148	1252	UniRef50_A0A0D3R0W9	177	+	30.4	369	236	4	69	418	8.87E-48	UniRef50_A0A0D3R0W9 Nucleoprotein n=1 Tax=Itacaiunas virus TaxID=490111 RepID=A0A0D3R0W9_9RHAB	UDB	490111	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Curiovirus;s__Curiovirus itacaiunas																
AAGE02016722.1_26155-27430:-	73	1252	UniRef50_A0A291I346	176	+	30.8	396	242	7	76	443	2.71E-47	UniRef50_A0A291I346 Nucleoprotein n=9 Tax=Orthornavirae TaxID=2732396 RepID=A0A291I346_9RHAB	UDB	2732396	k__Viruses;K__Orthornavirae;p__unclassified Orthornavirae phylum;c__unclassified Orthornavirae class;o__unclassified Orthornavirae order;f__unclassified Orthornavirae family;g__unclassified Orthornavirae genus;s__unclassified Orthornavirae species																
AAGE02016722.1_26155-27430:-	82	1252	UniRef50_A0A097A599	172	+	29.1	406	256	9	45	435	9.92E-46	UniRef50_A0A097A599 Nucleoprotein n=1 Tax=Santa barbara virus TaxID=1552661 RepID=A0A097A599_9RHAB	UDB	1552661	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Arurhavirus;s__Arurhavirus santabarbara																
AAGE02023708.1_4584-5699:+	9	1116	UniRef50_Q16VL5	704	#ERROR!	92.2	373	25	1	31	404	3.02E-255	UniRef50_Q16VL5 Nucleoprotein n=5 Tax=Aedes aegypti TaxID=7159 RepID=Q16VL5_AEDAE	UDB	7159	k__Eukaryota;K__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Aedes;s__Aedes aegypti																
AAGE02023708.1_4584-5699:+	0	895	UniRef50_Q0IGC6	408	#ERROR!	69	303	66	4	46	325	7.32E-140	UniRef50_Q0IGC6 Nucleoprotein n=2 Tax=Aedes aegypti TaxID=7159 RepID=Q0IGC6_AEDAE	UDB	7159	k__Eukaryota;K__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Aedes;s__Aedes aegypti																
AAGE02023708.1_4584-5699:+	0	683	UniRef50_Q17A07	316	#ERROR!	68.1	229	65	1	82	303	1.00E-103	UniRef50_Q17A07 Nucleoprotein n=3 Tax=Aedes aegypti TaxID=7159 RepID=Q17A07_AEDAE	UDB	7159	k__Eukaryota;K__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Culicidae;g__Aedes;s__Aedes aegypti																
AAGE02023708.1_4584-5699:+	0	1116	UYL94378.1	196	#ERROR!	32	378	244	5	80	451	8.23E-58	UYL94378.1 acc|GENBANK|UYL94378.1|GENBANK|ON955141|putative nucleocapsid protein [Enontekio merhavirus] acc=UYL94378.1 taxid=2980580	VDB	2980580	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Enontekio merhavirus																
AAGE02023708.1_4584-5699:+	0	1116	UniRef50_A0AAE9P8V4	196	#ERROR!	32	378	244	5	80	451	1.62E-55	UniRef50_A0AAE9P8V4 Nucleocapsid protein n=1 Tax=Enontekio merhavirus TaxID=2980580 RepID=A0AAE9P8V4_9RHAB	UDB	2980580	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Enontekio merhavirus																
AAGE02023708.1_4584-5699:+	0	1101	UBB42399.1	187	#ERROR!	31.5	371	224	4	72	417	1.85E-54	UBB42399.1 acc|GENBANK|UBB42399.1|GENBANK|MZ328293|nucleoprotein [Longquan Niviventer coninga ledantevirus 1] acc=UBB42399.1 taxid=2877507	VDB	2877507	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Ledantevirus;s__Ledantevirus longquan																
AAGE02023708.1_4584-5699:+	42	1104	BDV27057.1	182	#ERROR!	31.5	378	228	9	88	459	4.26E-52	BDV27057.1 acc|GENBANK|BDV27057.1|GENBANK|LC743513|nucleoprotein [Culex tritaeniorhynchus rhabdovirus] acc=BDV27057.1 taxid=936308	VDB	936308	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Merhavirus;s__Merhavirus tritaeniorhynchus																
AAGE02023708.1_4584-5699:+	0	1116	BBQ04828.1	175	#ERROR!	29.6	378	232	6	78	428	8.43E-50	BBQ04828.1 acc|GENBANK|BBQ04828.1|GENBANK|LC514057|nucleoprotein [Culex pseudovishnui rhabdo-like virus] acc=BBQ04828.1 taxid=2684265	VDB	2684265	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Ohlsrhavirus;s__Ohlsrhavirus pseudovishnui																
AAGE02023708.1_4584-5699:+	3	1101	YP_009552816.1	175	#ERROR!	31.8	371	224	6	79	426	8.43E-50	YP_009552816.1 acc|REFSEQ|YP_009552816.1|REFSEQ|NC_040669|nucleoprotein [Riverside virus 1] acc=YP_009552816.1 taxid=1803263	VDB	1803263	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Ohlsrhavirus;s__Ohlsrhavirus riverside																
AAGE02023708.1_4584-5699:+	3	1101	YP_009361960.1	174	#ERROR!	32.1	374	231	6	68	427	1.51E-49	YP_009361960.1 acc|REFSEQ|YP_009361960.1|REFSEQ|NC_034448|nucleoprotein [Mosqueiro virus] acc=YP_009361960.1 taxid=200403	VDB	200403	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Hapavirus;s__Hapavirus mosqueiro																
AAGE02023708.1_4584-5699:+	42	1104	UniRef50_F7J0U9	181	#ERROR!	31.2	378	229	9	88	459	1.64E-49	UniRef50_F7J0U9 Nucleoprotein n=5 Tax=root TaxID=1 RepID=F7J0U9_9RHAB	UDB	1	k__unclassified root superkingdom;K__unclassified root kingdom;p__unclassified root phylum;c__unclassified root class;o__unclassified root order;f__unclassified root family;g__unclassified root genus;s__unclassified root species																
AAGE02023708.1_4584-5699:+	0	1101	YP_009176993.1	172	#ERROR!	29.8	389	232	10	65	435	9.56E-49	YP_009176993.1 acc|REFSEQ|YP_009176993.1|REFSEQ|NC_028234|N protein [Santa barbara virus] acc=YP_009176993.1 taxid=1552661	VDB	1552661	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Arurhavirus;s__Arurhavirus santabarbara																
AAGE02023708.1_4584-5699:+	3	1101	YP_009362160.1	169	#ERROR!	30.6	373	230	7	67	418	6.84E-48	YP_009362160.1 acc|REFSEQ|YP_009362160.1|REFSEQ|NC_034536|nucleoprotein [Itacaiunas virus] acc=YP_009362160.1 taxid=490111	VDB	490111	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Curiovirus;s__Curiovirus itacaiunas																
AAGE02023708.1_4584-5699:+	0	1101	YP_009182182.1	169	#ERROR!	30.3	373	226	7	78	423	1.28E-47	YP_009182182.1 acc|REFSEQ|YP_009182182.1|REFSEQ|NC_028484|putative nucleoprotein [Tongilchon virus 1] acc=YP_009182182.1 taxid=1758878	VDB	1758878	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Ohlsrhavirus;s__Ohlsrhavirus tongilchon																
AAGE02023708.1_4584-5699:+	3	1101	UniRef50_A0A140D047	175	#ERROR!	31.8	371	224	6	79	426	1.66E-47	UniRef50_A0A140D047 Nucleoprotein n=4 Tax=Riverside virus 1 TaxID=1803263 RepID=A0A140D047_9RHAB	UDB	1803263	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Ohlsrhavirus;s__Ohlsrhavirus riverside																
AAGE02023708.1_4584-5699:+	0	1101	UniRef50_A0A097A599	172	#ERROR!	29.8	389	232	10	65	435	1.88E-46	UniRef50_A0A097A599 Nucleoprotein n=1 Tax=Santa barbara virus TaxID=1552661 RepID=A0A097A599_9RHAB	UDB	1552661	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Arurhavirus;s__Arurhavirus santabarbara																
AAGE02023708.1_4584-5699:+	0	1101	AXQ04837.1	166	#ERROR!	30.6	372	229	5	78	426	2.64E-46	AXQ04837.1 acc|GENBANK|AXQ04837.1|GENBANK|MH188035|putative nucleoprotein [Culex mosquito virus 2] acc=AXQ04837.1 taxid=2304482	VDB	2304482	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Magsaviricetes;o__Nodamuvirales;f__Nodaviridae;g__unclassified Nodaviridae genus;s__Culex mosquito virus 2																
AAGE02023708.1_4584-5699:+	36	1101	YP_010086782.1	166	#ERROR!	30.3	360	219	6	110	443	2.90E-46	YP_010086782.1 acc|REFSEQ|YP_010086782.1|REFSEQ|NC_055477|nucleoprotein [Ohlsdorf virus] acc=YP_010086782.1 taxid=2040592	VDB	2040592	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Ohlsrhavirus;s__Ohlsrhavirus ohlsdorf																
AAGE02023708.1_4584-5699:+	3	1101	UniRef50_A0A0D3R0W9	169	#ERROR!	30.6	373	230	7	67	418	1.35E-45	UniRef50_A0A0D3R0W9 Nucleoprotein n=1 Tax=Itacaiunas virus TaxID=490111 RepID=A0A0D3R0W9_9RHAB	UDB	490111	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Curiovirus;s__Curiovirus itacaiunas																
AAGE02023708.1_4584-5699:+	36	1101	UniRef50_A0A291I346	166	#ERROR!	30.3	360	219	6	110	443	5.70E-44	UniRef50_A0A291I346 Nucleoprotein n=9 Tax=Orthornavirae TaxID=2732396 RepID=A0A291I346_9RHAB	UDB	2732396	k__Viruses;K__Orthornavirae;p__unclassified Orthornavirae phylum;c__unclassified Orthornavirae class;o__unclassified Orthornavirae order;f__unclassified Orthornavirae family;g__unclassified Orthornavirae genus;s__unclassified Orthornavirae species																
ACYM01021736.1_2260-3285:+	0	1026	UniRef50_A0A540NKE7	637	#ERROR!	94.2	342	16	1	21	359	2.35E-230	UniRef50_A0A540NKE7 Nucleoprotein n=4 Tax=Maleae TaxID=721813 RepID=A0A540NKE7_MALBA	UDB	721813 k__Eukaryota;K__Viridiplantae;p__Streptophyta;c__Magnoliopsida;o__Rosales;f__Rosaceae;g__unclassified Rosaceae genus;s__unclassified Rosaceae species																	
ACYM01021736.1_2260-3285:+	0	669	UniRef50_A0A498J6F2	441	#ERROR!	97.8	223	5	0	22	245	7.97E-154	UniRef50_A0A498J6F2 Uncharacterized protein n=1 Tax=Malus domestica TaxID=3750 RepID=A0A498J6F2_MALDO	UDB	3750	k__Eukaryota;K__Viridiplantae;p__Streptophyta;c__Magnoliopsida;o__Rosales;f__Rosaceae;g__Malus;s__Malus domestica																
ACYM01021736.1_2260-3285:+	513	1026	UniRef50_A0A498JZF9	306	#ERROR!	90.6	171	12	1	147	314	3.45E-100	UniRef50_A0A498JZF9 Uncharacterized protein n=1 Tax=Malus domestica TaxID=3750 RepID=A0A498JZF9_MALDO	UDB	3750	k__Eukaryota;K__Viridiplantae;p__Streptophyta;c__Magnoliopsida;o__Rosales;f__Rosaceae;g__Malus;s__Malus domestica																
ACYM01021736.1_2260-3285:+	0	1008	UniRef50_A0A9N6YJP8	241	#ERROR!	39.6	336	196	2	30	359	4.82E-74	UniRef50_A0A9N6YJP8 Nucleoprotein n=2 Tax=unclassified Rhabdoviridae TaxID=35303 RepID=A0A9N6YJP8_9RHAB UDB	35303	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__unclassified Rhabdoviridae genus;s__unclassified Rhabdoviridae species																	
ACYM01021736.1_2260-3285:+	0	999	UniRef50_A0A9N7AB54	179	#ERROR!	32.8	341	204	6	46	370	9.27E-50	UniRef50_A0A9N7AB54 Nucleoprotein n=1 Tax=Treubia virus 1 TaxID=2977996 RepID=A0A9N7AB54_9RHAB UDB	2977996 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__unclassified Rhabdoviridae genus;s__Treubia virus 1																		
ACYM01021736.1_2260-3285:+	0	1026	UniRef50_A0A9N7AAM6	174	#ERROR!	31.5	343	226	3	32	367	2.40E-48	UniRef50_A0A9N7AAM6 Nucleoprotein n=1 Tax=Frullania virus 1 TaxID=2977968 RepID=A0A9N7AAM6_9RHAB	UDB	2977968 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__unclassified Rhabdoviridae genus;s__Frullania virus 1																	
ACYM01021736.1_2260-3285:+	324	924	UniRef50_A0A803LIQ2	173	#ERROR!	44.5	200	106	1	161	356	7.70E-48	UniRef50_A0A803LIQ2 Uncharacterized protein n=1 Tax=Chenopodium quinoa TaxID=63459 RepID=A0A803LIQ2_CHEQI	UDB	63459	k__Eukaryota;K__Viridiplantae;p__Streptophyta;c__Magnoliopsida;o__Caryophyllales;f__Chenopodiaceae;g__Chenopodium;s__Chenopodium quinoa																
ACYM01021736.1_2260-3285:+	0	1026	CAI5383838.1	171	#ERROR!	33.5	346	217	7	97	434	1.90E-48	CAI5383838.1 acc|GENBANK|CAI5383838.1|GENBANK|OX380362|putative nucleocapsid 2 [Indian pipe rhabdovirus] acc=CAI5383838.1 taxid=2933136 VDB	2933136 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__unclassified Rhabdoviridae genus;s__Indian pipe rhabdovirus																		
ACYM01021736.1_2260-3285:+	3	1002	CAI5383840.1	171	#ERROR!	32.8	335	211	4	39	362	2.12E-49	CAI5383840.1 acc|GENBANK|CAI5383840.1|GENBANK|OX380364|N putative capsid protein [Monoclea gottschei varicosa-like virus] acc=CAI5383840.1 taxid=2933180	VDB	2933180 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__unclassified Rhabdoviridae genus;s__Monoclea gottschei varicosa-like virus																	
ACYM01021736.1_2260-3285:+	3	1002	UniRef50_A0A9C7GWG2	171	#ERROR!	32.8	335	211	4	39	362	4.17E-47	UniRef50_A0A9C7GWG2 Nucleoprotein n=1 Tax=Monoclea gottschei varicosa-like virus TaxID=2933180 RepID=A0A9C7GWG2_9RHAB	UDB	2933180 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__unclassified Rhabdoviridae genus;s__Monoclea gottschei varicosa-like virus																	
ACYM01021736.1_2260-3285:+	3	1008	UniRef50_A0A9N6YJF6	167	#ERROR!	31.5	336	224	4	137	468	1.58E-44	UniRef50_A0A9N6YJF6 Nucleoprotein n=1 Tax=Luffa virus 1 TaxID=2977973 RepID=A0A9N6YJF6_9RHAB	UDB	2977973 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__unclassified Rhabdoviridae genus;s__Luffa virus 1																	
ACYM01021736.1_2260-3285:+	0	1008	CAH2618756.1	161	#ERROR!	31.1	344	216	6	106	437	8.87E-45	CAH2618756.1 acc|GENBANK|CAH2618756.1|GENBANK|OW525314|putative nucleocapsid 1 [Indian pipe rhabdovirus] acc=CAH2618756.1 taxid=2933136 VDB	2933136 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__unclassified Rhabdoviridae genus;s__Indian pipe rhabdovirus																		
ACYM01021736.1_2260-3285:+	0	1008	UniRef50_A0A9C7GWL2	161	#ERROR!	31.1	344	216	6	106	437	1.75E-42	UniRef50_A0A9C7GWL2 Nucleoprotein (Fragment) n=2 Tax=Indian pipe rhabdovirus TaxID=2933136 RepID=A0A9C7GWL2_9RHAB	UDB	2933136 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__unclassified Rhabdoviridae genus;s__Indian pipe rhabdovirus																	
ACYM01021736.1_2260-3285:+	33	1026	UniRef50_A0A9N6YJC3	161	#ERROR!	30.5	334	222	6	2	329	1.15E-43	UniRef50_A0A9N6YJC3 Nucleoprotein n=1 Tax=Cucumis virus 1 TaxID=2977964 RepID=A0A9N6YJC3_9RHAB UDB	2977964 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__unclassified Rhabdoviridae genus;s__Cucumis virus 1																		
ACYM01021736.1_2260-3285:+	3	969	UniRef50_A0A9N7AB08	159	#ERROR!	31.9	326	207	6	107	422	1.24E-41	UniRef50_A0A9N7AB08 Nucleoprotein n=1 Tax=Pennisetum virus 1 TaxID=2977978 RepID=A0A9N7AB08_9RHAB	UDB	2977978 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__unclassified Rhabdoviridae genus;s__Pennisetum virus 1																	
ACYM01021736.1_2260-3285:+	3	1002	UniRef50_A0A9N6YIV5	158	#ERROR!	29.3	335	225	5	53	378	8.22E-42	UniRef50_A0A9N6YIV5 Nucleoprotein n=1 Tax=Asplenium virus 1 TaxID=2977956 RepID=A0A9N6YIV5_9RHAB	UDB	2977956 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__unclassified Rhabdoviridae genus;s__Asplenium virus 1																	
ACYM01021736.1_2260-3285:+	0	1026	CAI5383996.1	156	#ERROR!	30.9	346	222	8	89	422	3.26E-43	CAI5383996.1 acc|GENBANK|CAI5383996.1|GENBANK|OX380483|N putative nucleocapsid protein [Tree fern varicosa-like virus] acc=CAI5383996.1 taxid=2933191	VDB	2933191 k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Varicosavirus;s__Tree fern varicosa-like virus																	
ACYM01021736.1_2260-3285:+	0	1026	UniRef50_A0A9C7GXC4	156	#ERROR!	30.9	346	222	8	8.90E+01	422	6.41E-41	UniRef50_A0A9C7GXC4 Nucleoprotein n=2 Tax=Rhabdoviridae TaxID=11270 RepID=A0A9C7GXC4_9RHAB	UDB	11270	k__Viruses;K__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__unclassified Rhabdoviridae genus;s__unclassified Rhabdoviridae species	AAKN02031205.1_114399-115225:+ 0	594	UniRef50_UPI000661F243 402	#ERROR!	100	198	0	0	0	198	2.99E-138	UniRef50_UPI000661F243 myosin-9-like n=1 Tax=Cavia porcellus TaxID=10141 RepID=UPI000661F243	UDB	10141	k__Eukaryota;K__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Caviidae;g__Cavia;s__Cavia porcellus	
ACYM01118643.1_10523-11764:+	0	1242	UniRef50_A0A5B7BR28	338	#ERROR!	44.4	421	181	7	54	429	2.47E-110	UniRef50_A0A5B7BR28 Coat protein (Fragment) n=5 Tax=root TaxID=1 RepID=A0A5B7BR28_DAVIN UDB	1	k__unclassified root superkingdom;K__unclassified root kingdom;p__unclassified root phylum;c__unclassified root class;o__unclassified root order;f__unclassified root family;g__unclassified root genus;s__unclassified root species																	
